,product_id,sitc_product_code,sitc_product_name_short_en,level,parent_id
619,1183,6999,"Other base metal manufactures, nes; and of cermets",4digit,145.0
620,1184,7111,Steam and other vapour-generated boilers; super-heated water boiler,4digit,146.0
621,1185,7112,Auxiliary plant for boilers of heading 7111; condensers,4digit,146.0
622,1186,7119,"Parts, nes of boilers and auxiliary plant of headings 7111 and 7112",4digit,146.0
623,1187,7126,"Steam power units (mobile engines but not steam tractors, etc)",4digit,146.0
624,1188,7129,"Parts, nes of steam power units",4digit,146.0
625,1189,7131,"Internal combustion piston engines, for aircraft, and parts, nes",4digit,146.0
626,1190,7132,"Motor vehicles piston engines, headings: 722; 78; 74411 and 95101",4digit,146.0
627,1191,7133,"Internal combustion piston engines, marine propulsion",4digit,146.0
628,1192,7138,"Internal combustion piston engines, nes",4digit,146.0
629,1193,7139,"Piston engines parts, nes, falling in headings: 7132, 7133 and 7138",4digit,146.0
630,1194,7144,Reaction engines,4digit,146.0
631,1195,7148,"Gas turbines, nes",4digit,146.0
632,1196,7149,"Parts, nes of the engines and motors of group 714 and item 71888",4digit,146.0
633,1197,7161,"Motors and generators, direct current",4digit,146.0
634,1198,7162,"Electric motors, generators (not direct current); generating sets",4digit,146.0
635,1199,7163,Rotary converters,4digit,146.0
636,1200,7169,"Parts, nes, of rotating electric plant",4digit,146.0
637,1201,7187,"Nuclear reactors, and parts thereof, nes",4digit,146.0
638,1202,7188,"Engines and motors, nes (wind, hot air engines, water wheel, etc)",4digit,146.0
639,1203,7211,"Agricultural and horticultural machinery for soil preparation, etc",4digit,147.0
640,1204,7212,"Harvesting and threshing machines; fodder presses, etc; parts nes",4digit,147.0
641,1205,7213,"Dairy machinery, nes (including milking machines), and parts nes",4digit,147.0
642,1206,7219,"Agricultural machinery and appliances, nes, and parts thereof, nes",4digit,147.0
643,1207,7223,Track-laying tractors,4digit,147.0
644,1208,7224,"Wheeled tractors (other than those falling in heading 74411, 7832)",4digit,147.0
645,1209,7233,"Road rollers, mechanically propelled",4digit,147.0
646,1210,7234,"Construction and mining machinery, nes",4digit,147.0
647,1211,7239,"Parts, nes of machinery and equipment of headings 72341 to 72346",4digit,147.0
648,1212,7243,"Sewing machines, furniture, needles etc, and parts thereof, nes",4digit,147.0
649,1213,7244,Machines for extruding man-made textile; other textile machinery,4digit,147.0
650,1214,7245,"Weaving, knitting, etc, machines, machines for preparing yarns, etc",4digit,147.0
651,1215,7246,Auxiliary machinery for use with those of headings 72451 to 72453,4digit,147.0
652,1216,7247,"Textile machinery, nes for cleaning, cutting, etc, and parts nes",4digit,147.0
653,1217,7248,"Machinery for preparing, tanning, working leather, etc; parts nes",4digit,147.0
654,1218,7251,"Machinery for making, finishing cellulose pulp, paper or paperboard",4digit,147.0
655,1219,7252,"Machinery for making paper pulp, paper, paperboard; cutting machines",4digit,147.0
656,1220,7259,"Parts, nes of the machines falling within heading 725",4digit,147.0
657,1221,7263,"Machinery, accessories for type-setting, for printing blocks, etc",4digit,147.0
658,1222,7264,Printing presses,4digit,147.0
659,1223,7267,Other printing machinery; machines for uses ancilliary to printing,4digit,147.0
660,1224,7268,"Bookbinding machinery; parts thereof, nes",4digit,147.0
661,1225,7269,"Parts, nes of machines falling within headings 72631, 7264, 7267",4digit,147.0
662,1226,7271,"Machinery for the grain milling industry; working cereals, parts",4digit,147.0
663,1227,7272,"Other food-processing machinery and parts thereof, nes",4digit,147.0
664,1228,7281,"Machine-tools for specialized industries; parts or accessories, nes",4digit,147.0
665,1229,7283,"Other mineral working machinery; and parts thereof, nes",4digit,147.0
666,1230,7284,"Machinery for specialized industries and parts thereof, nes",4digit,147.0
667,1231,7361,Metal cutting machine-tools,4digit,148.0
668,1232,7362,Metal forming machine-tool,4digit,148.0
669,1233,7367,"Other machines-tools for working metal or metal carbides, nes",4digit,148.0
670,1234,7368,"Work holders, dividing heads for machine-tools, etc; tool holders",4digit,148.0
671,1235,7369,"Parts, nes of and accessories for machine-tools of heading 736",4digit,148.0
672,1236,7371,"Metallurgy and metal foundry equipment, and parts thereof, nes",4digit,148.0
673,1237,7372,"Rolling mills, rolls therefor, and parts, nes of rolling mills",4digit,148.0
674,1238,7373,"Welding, brazing, cutting, etc machines and appliances, parts, nes",4digit,148.0
675,1239,7411,"Gas generators, and parts, nes of gas generators",4digit,149.0
676,1240,7412,"Furnace burners; mechanical stokers, etc, and parts thereof, nes",4digit,149.0
677,1241,7413,"Industrial and laboratory furnaces and ovens, etc, parts, nes",4digit,149.0
678,1242,7414,"Non-domestic refrigerators and refrigerating equipment, parts, nes",4digit,149.0
679,1243,7415,"Air conditioning machines and parts thereof, nes",4digit,149.0
680,1244,7416,"Machinery, plant, laboratory equipment for heating and cooling, nes",4digit,149.0
681,1245,7421,Reciprocating pumps (other than those of heading 74281),4digit,149.0
682,1246,7422,Centrifugal pumps (other than those of heading 74281),4digit,149.0
683,1247,7423,Rotary pumps (other than those of heading 74281),4digit,149.0
684,1248,7428,Other pumps for liquids and liquid elevators,4digit,149.0
685,1249,7429,"Parts, nes of pumps and liquids elevators falling in heading 742",4digit,149.0
686,1250,7431,"Air pumps, vacuum pumps and air or gas compressors",4digit,149.0
687,1251,7432,"Parts, nes of the pumps and compressor falling within heading 7431",4digit,149.0
688,1252,7433,"Free-piston generators for gas turbines and parts thereof, nes",4digit,149.0
689,1253,7434,"Fans, blowers and the like, and parts thereof, nes",4digit,149.0
690,1254,7435,Centrifuges,4digit,149.0
691,1255,7436,"Filtering and purifying machinery, apparatus for liquids and gases",4digit,149.0
692,1256,7439,"Parts, nes of the machines falling within headings 7435 and 7436",4digit,149.0
693,1257,7441,"Work trucks, of the type use in factories, dock areas, etc",4digit,149.0
694,1258,7442,"Lifting, handling, loading machinery, telphers and conveyors",4digit,149.0
695,1259,7449,"Parts, nes of the machinery falling within heading 7442",4digit,149.0
696,1260,7451,"Power hand tools, pneumatic or non-electric, and parts thereof, nes",4digit,149.0
697,1261,7452,"Other non-electrical machines and parts thereof, nes",4digit,149.0
698,1262,7491,"Ball, roller or needle roller bearings",4digit,149.0
699,1263,7492,"Cocks, valves and similar appliances, for pipes boiler shells, etc",4digit,149.0
700,1264,7493,"Shaft, crank, bearing housing, pulley and pulley blocks, etc",4digit,149.0
701,1265,7499,"Other non-electric parts and accessories of machinery, nes",4digit,149.0
702,1266,7511,Typewriters; cheque-writing machines,4digit,150.0
703,1267,7512,"Calculating, accounting, cash registers, ticketing, etc, machines",4digit,150.0
704,1268,7518,"Office machines, nes",4digit,150.0
705,1269,7521,Analogue and hybrid data processing machines,4digit,150.0
706,1270,7522,Complete digital data processing machines,4digit,150.0
707,1271,7523,Complete digital central processing units; digital processors,4digit,150.0
708,1272,7524,"Digital central storage units, separately consigned",4digit,150.0
709,1273,7525,"Peripheral units, including control and adapting units",4digit,150.0
710,1274,7528,"Off-line data processing equipment, nes",4digit,150.0
711,1275,7591,"Parts, nes of and accessories for machines of headings 7511 or 7518",4digit,150.0
712,1276,7599,"Parts, nes of and accessories for machines of headings 7512 and 752",4digit,150.0
713,1277,7611,"Television receivers, colour",4digit,151.0
714,1278,7612,"Television receivers, monochrome",4digit,151.0
715,1279,7621,Radio receivers for motor-vehicles,4digit,151.0
716,1280,7622,Portable radio receivers,4digit,151.0
717,1281,7628,Other radio receivers,4digit,151.0
718,1282,7631,"Gramophones and record players, electric",4digit,151.0
719,1283,7638,"Other sound recording and reproducer, nes; video recorders",4digit,151.0
720,1284,7641,Electrical line telephonic and telegraphic apparatus,4digit,151.0
721,1285,7642,Microphones; loud-speakers; audio-frequency electric amplifiers,4digit,151.0
722,1286,7643,"Television, radio-broadcasting; transmitters, etc",4digit,151.0
723,1287,7648,"Telecommunications equipment, nes",4digit,151.0
724,1288,7649,"Parts, nes of and accessories for apparatus falling in heading 76",4digit,151.0
725,1289,7711,"Transformers, electrical",4digit,152.0
726,1290,7712,"Other electric power machinery, parts, nes",4digit,152.0
727,1291,7721,"Switches, relays, fuses, etc; switchboards and control panels, nes",4digit,152.0
728,1292,7722,"Printed circuits, and parts thereof, nes",4digit,152.0
729,1293,7723,"Fixed, variable resistors, other than heating resistors, parts, nes",4digit,152.0
730,1294,7731,"Insulated electric wire, cable, bars, etc",4digit,152.0
731,1295,7732,Electrical insulating equipment,4digit,152.0
732,1296,7741,Electro-medical equipment,4digit,152.0
733,1297,7742,"X-ray apparatus and equipment; accessories; and parts, nes",4digit,152.0
734,1298,7751,"Household laundry equipment, nes",4digit,152.0
735,1299,7752,Domestic refrigerators and freezers,4digit,152.0
736,1300,7753,Domestic dishwashing machines,4digit,152.0
737,1301,7754,"Electric shavers and hair clippers, parts thereof, nes",4digit,152.0
738,1302,7757,"Domestic electro-mechanical appliances; and parts thereof, nes",4digit,152.0
739,1303,7758,"Electro-thermic appliances, nes",4digit,152.0
740,1304,7761,"Television picture tubes, cathode ray",4digit,152.0
741,1305,7762,Other electronic valves and tubes,4digit,152.0
742,1306,7763,"Diodes, transistors, photocells, etc",4digit,152.0
743,1307,7764,Electronic microcircuits,4digit,152.0
744,1308,7768,"Crystals, and parts, nes of electronic components of heading 776",4digit,152.0
745,1309,7781,"Batteries and electric accumulators, and parts thereof, nes",4digit,152.0
746,1310,7782,Electric filament lamps and discharge lamps; arc-lamps,4digit,152.0
747,1311,7783,"Automotive electrical equipment; and parts thereof, nes",4digit,152.0
748,1312,7784,"Electro-mechanical hand tools, and parts thereof, nes",4digit,152.0
749,1313,7788,"Other electrical machinery and equipment, nes",4digit,152.0
750,1314,7810,Passenger motor vehicles (excluding buses),4digit,153.0
751,1315,7821,Motor vehicles for the transport of goods or materials,4digit,153.0
752,1316,7822,Special purpose motor lorries and vans,4digit,153.0
753,1317,7831,Public service type passenger motor vehicles,4digit,153.0
754,1318,7832,Road tractors for semi-trailers,4digit,153.0
755,1319,7841,"Chassis fitted with engines, for vehicles of headings 722, 781-783",4digit,153.0
756,1320,7842,"Bodies, for vehicles of headings 722, 781-783",4digit,153.0
757,1321,7849,"Other parts and accessories, for vehicles of headings 722, 781-783",4digit,153.0
758,1322,7851,"Motorcycles, auto-cycles; side-cars of all kind, etc",4digit,153.0
759,1323,7852,"Cycles, not motorized",4digit,153.0
760,1324,7853,"Invalid carriages; parts, nes of articles of heading 785",4digit,153.0
761,1325,7861,Trailers and transports containers,4digit,153.0
762,1326,7868,"Other not mechanically propelled vehicles; and parts, nes",4digit,153.0
763,1327,7911,"Rail locomotives, electric",4digit,154.0
764,1328,7912,Other rail locomotives; tenders,4digit,154.0
765,1329,7913,"Mechanically propelled railway, tramway, trolleys, etc",4digit,154.0
766,1330,7914,"Railway, tramway passenger coaches, etc, not mechanically propelled",4digit,154.0
767,1331,7915,"Railway and tramway freight, etc, not mechanically propelled",4digit,154.0
768,1332,7919,"Railway track fixtures, and fittings, etc, parts nes of heading 791",4digit,154.0
769,1333,7921,Helicopters,4digit,154.0
770,1334,7922,Aircraft of an unladen weight not exceeding 2000 kg,4digit,154.0
771,1335,7923,Aircraft of an unladen weight from 2000 kg to 15000 kg,4digit,154.0
772,1336,7924,Aircraft of an unladen weight exceeding 15000 kg,4digit,154.0
773,1337,7928,"Aircraft, nes and associated equipment",4digit,154.0
774,1338,7929,"Parts, nes of the aircraft of heading 792",4digit,154.0
775,1339,7931,Warships,4digit,154.0
776,1340,7932,"Ships, boats and other vessels",4digit,154.0
777,1341,7933,"Ships, boats and other vessels for breaking up",4digit,154.0
778,1342,7938,"Tugs, special purpose vessels and floating structures",4digit,154.0
779,1343,8121,"Central heating equipment, not electrically heated, parts, nes",4digit,155.0
780,1344,8122,Ceramic plumbing fixtures,4digit,155.0
781,1345,8124,"Lighting fixture and fittings, lamps, lanterns, and parts, nes",4digit,155.0
782,1346,8211,"Chairs and other seats; and parts thereof, nes",4digit,156.0
783,1347,8212,"Furniture for medical, surgical, dental or veterinary practice",4digit,156.0
784,1348,8219,"Other furniture and parts thereof, nes",4digit,156.0
785,1349,8310,"Travel goods, handbags etc, of leather, plastics, textile, others",4digit,157.0
786,1350,8421,"Men's and boys' outerwear, textile fabrics not knitted or crocheted; overcoats and other coats",4digit,158.0
787,1351,8422,"Men's and boys' outerwear, textile fabrics not knitted or crocheted; suits",4digit,158.0
788,1352,8423,"Men's and boys' outerwear, textile fabrics not knitted or crocheted; trousers, breeches and the like",4digit,158.0
789,1353,8424,"Men's and boys' outerwear, textile fabrics not knitted or crocheted; jackets, blazers and the like",4digit,158.0
790,1354,8429,"Men's and boys' outerwear, textile fabrics not knitted or crocheted; other outer garments",4digit,158.0
791,1355,8431,"Womens, girls, infants outerwear, textile, not knitted or crocheted; coats and jackets",4digit,158.0
792,1356,8432,"Womens, girls, infants outerwear, textile, not knitted or crocheted; suits and costumes",4digit,158.0
793,1357,8433,"Womens, girls, infants outerwear, textile, not knitted or crocheted; dresses",4digit,158.0
794,1358,8434,"Womens, girls, infants outerwear, textile, not knitted or crocheted; skirts",4digit,158.0
795,1359,8435,"Womens, girls, infants outerwear, textile, not knitted or crocheted; blouses",4digit,158.0
796,1360,8439,"Womens, girls, infants outerwear, textile, not knitted or crocheted; other outer garments of textile fabrics, not knitted, crocheted",4digit,158.0
797,1361,8441,"Under garments of textile fabrics, not knitted or crocheted; mens and boys shirts",4digit,158.0
798,1362,8442,"Under garments of textile fabrics, not knitted or crocheted; mens, boys under garments; other than shirts",4digit,158.0
799,1363,8443,"Under garments of textile fabrics, not knitted or crocheted; womens, girls, infants under garments, textile, not knitted, etc",4digit,158.0
800,1364,8451,"Outerwear knitted or crocheted, not elastic nor rubberized; jerseys, pullovers, slip-overs, cardigans, etc",4digit,158.0
801,1365,8452,"Outerwear knitted or crocheted, not elastic nor rubberized; womens, girls, infants, suits, dresses, etc, knitted, crocheted",4digit,158.0
802,1366,8459,"Outerwear knitted or crocheted, not elastic nor rubberized; other, clothing accessories, non-elastic, knitted or crocheted",4digit,158.0
803,1367,8461,"Under-garments, knitted or crocheted; of wool or fine animal hair, not elastic nor rubberized",4digit,158.0
804,1368,8462,"Under-garments, knitted or crocheted; of cotton, not elastic nor rubberized",4digit,158.0
805,1369,8463,"Under-garments, knitted or crocheted; of synthetic fibres not elastic nor rubberized",4digit,158.0
806,1370,8464,"Under-garments, knitted or crocheted; of other fibres, not elastic nor rubberized",4digit,158.0
807,1371,8465,"Corsets, garters, etc, not knitted or crocheted, elastic or not",4digit,158.0
808,1372,8471,"Clothing accessories, of textile fabrics, not knitted or crocheted",4digit,158.0
809,1373,8472,"Clothing accessories, knitted or crocheted, nes",4digit,158.0
810,1374,8481,"Articles of apparel, clothing accessories of leather",4digit,158.0
811,1375,8482,"Articles of apparel, clothing accessories of plastic or rubber",4digit,158.0
812,1376,8483,Fur clothing (not headgear) and other articles made of furskins,4digit,158.0
813,1377,8484,"Headgear and fitting thereof, nes",4digit,158.0
814,1378,8510,Footwear,4digit,159.0
815,1379,8710,Optical instruments and apparatus,4digit,160.0
816,1380,8720,"Medical instruments and appliances, nes",4digit,160.0
817,1381,8731,"Gas, liquid and electricity supply or production meters; etc",4digit,160.0
818,1382,8732,Counting devices non-electrical; stroboscopes,4digit,160.0
819,1383,8741,"Surveying, navigational, compasses, etc, instruments, nonelectrical",4digit,160.0
820,1384,8742,"Drawing, marking-out and mathematical calculating instruments, etc",4digit,160.0
821,1385,8743,"Gas, liquid control instruments and apparatus, non-electrical",4digit,160.0
822,1386,8744,"Nonmechanical or electrical instruments for physical, etc, analysis",4digit,160.0
823,1387,8745,"Measuring, controlling and scientific instruments, nes",4digit,160.0
824,1388,8748,"Electrical measuring, controlling, etc, instruments, apparatus, nes",4digit,160.0
825,1389,8749,"Parts, nes, and accessories of headings 873, 8743, 87454 or 8748",4digit,160.0
826,1390,8811,"Photographic cameras, flashlight apparatus, parts, accessories, nes",4digit,161.0
827,1391,8812,"Cinematographic cameras, projectors, etc, parts, accessories, nes",4digit,161.0
828,1392,8813,"Photographic and cinematographic apparatus and equipment, nes",4digit,161.0
829,1393,8821,Chemical products and flashlight materials for use in photografy,4digit,161.0
830,1394,8822,"Photographic film, plates and paper (other than cinematograph film)",4digit,161.0
831,1395,8830,"Cinematograph film, exposed and developed",4digit,161.0
832,1396,8841,Lenses and other optical elements of any material,4digit,161.0
833,1397,8842,Spectacles and spectacle frames,4digit,161.0
834,1398,8851,"Watches, watch movements and case",4digit,161.0
835,1399,8852,"Clocks, clock movements and parts",4digit,161.0
836,1400,8921,"Printed books, pamphlets, maps and globes",4digit,162.0
837,1401,8922,"Newspapers, journals and periodicals",4digit,162.0
838,1402,8924,"Picture postcards, decalcomanias, etc, printed",4digit,162.0
839,1403,8928,"Printed matter, nes",4digit,162.0
840,1404,8931,"Plastic packing containers, lids, stoppers and other closures",4digit,162.0
841,1405,8932,Plastic sanitary and toilet articles,4digit,162.0
842,1406,8933,Personal adornments and ornaments articles of plastic,4digit,162.0
843,1407,8935,Articles of electric lighting of plastic,4digit,162.0
844,1408,8939,Miscellaneous articles of plastic,4digit,162.0
845,1409,8941,"Baby carriages and parts thereof, nes",4digit,162.0
846,1410,8942,"Children's toys, indoor games, etc",4digit,162.0
847,1411,8946,Non-military arms and ammunition therefor,4digit,162.0
848,1412,8947,"Other sporting goods and fairground amusements, etc",4digit,162.0
849,1413,8951,"Office and stationary supplies, of base metal",4digit,162.0
850,1414,8952,"Pens, pencils and, fountain pens",4digit,162.0
851,1415,8959,Other office and stationary supplies,4digit,162.0
852,1416,8960,"Works of art, collectors' pieces and antiques",4digit,162.0
853,1417,8972,Imitation jewellery,4digit,162.0
854,1418,8973,"Precious jewellery, goldsmiths' or silversmiths' wares",4digit,162.0
855,1419,8974,"Other articles of precious metals or rolled precious metals, nes",4digit,162.0
856,1420,8981,"Pianos, other string musical instruments",4digit,162.0
857,1421,8982,"Musical instruments, nes",4digit,162.0
858,1422,8983,"Sound recording tape, discs",4digit,162.0
859,1423,8989,"Parts, nes of and accessories for musical instruments; metronomes",4digit,162.0
860,1424,8991,"Articles and manufacture of carving, moulding materials, nes",4digit,162.0
861,1425,8993,"Candles, matches, combustible products, etc",4digit,162.0
862,1426,8994,"Umbrellas, canes and similar articles and parts thereof",4digit,162.0
863,1427,8996,"Orthopaedic appliances, hearing aids, artificial parts of the body",4digit,162.0
864,1428,8997,"Basketwork, wickerwork; brooms, paint rollers, etc",4digit,162.0
865,1429,8998,"Small-wares and toilet articles, nes; sieves; tailors' dummies, etc",4digit,162.0
866,1430,8999,"Manufactured goods, nes",4digit,162.0
867,1431,9110,Postal packages not classified according to kind,4digit,163.0
868,1432,9310,"Special transactions, commodity not classified according to class",4digit,164.0
869,1433,9410,"Animals, live, nes, (including zoo animals, pets, insects, etc)",4digit,165.0
870,1434,9510,"Armoured fighting vehicles, war firearms, ammunition, parts, nes",4digit,166.0
871,1435,9610,"Coin (other than gold coin), not being legal tender",4digit,167.0
872,1436,9710,"Gold, non-monetary (excluding gold ores and concentrates)",4digit,168.0
873,1437,ZZZZ,Unknown,4digit,169.0
874,2000,unspecified,Unspecified,4digit,200.0
875,2001,travel,Travel and tourism,4digit,201.0
876,2002,transport,Transport,4digit,202.0
877,2003,ict,ICT,4digit,203.0
878,2004,financial,Insurance and finance,4digit,204.0
